,shot#,time,Ip,Bt,a,R,tria,elon,Wmcc,Ti0,Zeff,n42,fname,Paux
353,43045.0,0.2248,219.66,0.82,23.0,36.4,0.38,1.6,5024.0,1048.0,2.3262175906383358,4.2,Profiles_export_4/shot43045_t225.txt,760.122225237935
354,43045.0,0.22790000000000002,219.66,0.82,22.8,36.5,0.38,1.6,5072.0,1028.0,2.3487484633150753,4.1,Profiles_export_4/shot43045_t228.txt,760.122225237935
355,43045.0,0.2309,219.66,0.82,22.8,36.5,0.38,1.6,4986.0,993.0,2.372062103068877,4.0,Profiles_export_4/shot43045_t231.txt,760.122225237935
356,43048.0,0.1733,300.148,0.82,23.6,36.1,0.35,1.7,6924.0,1039.0,2.372062103068877,4.0,Profiles_export_4/shot43048_t173.txt,758.4205888983499
357,43048.0,0.1764,300.148,0.82,23.5,36.1,0.35,1.7,7198.0,1043.0,2.3487484633150753,4.1,Profiles_export_4/shot43048_t176.txt,758.4205888983499
358,43048.0,0.1794,300.148,0.82,23.5,36.1,0.35,1.7,7277.0,1136.0,2.3262175906383358,4.2,Profiles_export_4/shot43048_t179.txt,758.4205888983499
359,43048.0,0.1824,300.148,0.82,23.5,36.1,0.37,1.7,7476.0,1200.0,2.283331568311026,4.4,Profiles_export_4/shot43048_t182.txt,758.4205888983499
360,43048.0,0.1855,300.148,0.82,23.4,36.1,0.38,1.7,7528.0,998.0,2.3262175906383358,4.2,Profiles_export_4/shot43048_t186.txt,758.4205888983499
361,43048.0,0.1885,300.148,0.82,23.5,36.0,0.38,1.7,7978.0,1059.0,2.304425484539792,4.3,Profiles_export_4/shot43048_t188.txt,758.4205888983499
362,43048.0,0.1915,300.148,0.82,23.4,36.0,0.37,1.7,8061.0,1048.0,2.283331568311026,4.4,Profiles_export_4/shot43048_t192.txt,758.4205888983499
363,43048.0,0.1945,300.148,0.82,23.4,36.1,0.38,1.7,8274.0,1042.0,2.283331568311026,4.4,Profiles_export_4/shot43048_t194.txt,758.4205888983499
364,43048.0,0.1976,300.148,0.82,23.3,36.2,0.38,1.7,7998.0,1049.0,2.304425484539792,4.3,Profiles_export_4/shot43048_t198.txt,758.4205888983499
365,43048.0,0.2006,300.148,0.82,23.3,36.2,0.37,1.7,8099.0,1331.0,2.223877743626822,4.7,Profiles_export_4/shot43048_t201.txt,758.4205888983499
366,43048.0,0.2036,300.148,0.82,23.2,36.2,0.38,1.7,7790.0,1248.0,2.2430911350240526,4.6,Profiles_export_4/shot43048_t204.txt,758.4205888983499
367,43048.0,0.2067,300.148,0.82,23.2,36.2,0.37,1.7,7812.0,1279.0,2.262898351968714,4.5,Profiles_export_4/shot43048_t207.txt,758.4205888983499
368,43048.0,0.2097,300.148,0.82,23.0,36.2,0.37,1.7,7796.0,1261.0,2.262898351968714,4.5,Profiles_export_4/shot43048_t210.txt,758.4205888983499
369,43048.0,0.2127,300.148,0.82,23.0,36.2,0.37,1.7,7652.0,1222.0,2.304425484539792,4.3,Profiles_export_4/shot43048_t213.txt,758.4205888983499
370,43048.0,0.21580000000000002,300.148,0.82,22.9,36.3,0.36,1.7,7640.0,1224.0,2.283331568311026,4.4,Profiles_export_4/shot43048_t216.txt,758.4205888983499
371,43048.0,0.21880000000000002,300.148,0.82,22.9,36.2,0.36,1.7,7779.0,1292.0,2.304425484539792,4.3,Profiles_export_4/shot43048_t219.txt,758.4205888983499
372,43048.0,0.22180000000000002,300.148,0.82,22.8,36.2,0.37,1.7,7860.0,1267.0,2.3487484633150753,4.1,Profiles_export_4/shot43048_t222.txt,758.4205888983499
373,43048.0,0.2248,300.148,0.82,23.1,36.2,0.38,1.7,7854.0,1015.0,2.372062103068877,4.0,Profiles_export_4/shot43048_t225.txt,758.4205888983499
374,43049.0,0.1915,304.19,0.82,23.4,36.0,0.34,1.7,7805.0,1114.0,2.474167235231339,3.6,Profiles_export_4/shot43049_t192.txt,762.27166061606
375,43049.0,0.1945,304.19,0.82,23.5,36.1,0.37,1.7,8046.0,1124.0,2.4471994255402114,3.7,Profiles_export_4/shot43049_t194.txt,762.27166061606
376,43049.0,0.1976,304.19,0.82,23.5,36.2,0.38,1.7,7905.0,1146.0,2.4471994255402114,3.7,Profiles_export_4/shot43049_t198.txt,762.27166061606
377,43049.0,0.2006,304.19,0.82,23.5,36.1,0.37,1.7,8619.0,1176.0,2.4471994255402114,3.7,Profiles_export_4/shot43049_t201.txt,762.27166061606
378,43049.0,0.2036,304.19,0.82,23.5,36.1,0.37,1.7,8271.0,1136.0,2.3962063175777413,3.9,Profiles_export_4/shot43049_t204.txt,762.27166061606
379,43049.0,0.2067,304.19,0.82,23.4,36.2,0.38,1.7,8189.0,1135.0,2.421233159153311,3.8,Profiles_export_4/shot43049_t207.txt,762.27166061606
380,43049.0,0.2097,304.19,0.82,23.3,36.2,0.37,1.7,8164.0,1141.0,2.421233159153311,3.8,Profiles_export_4/shot43049_t210.txt,762.27166061606
381,43049.0,0.2127,304.19,0.82,23.3,36.1,0.37,1.7,8169.0,1135.0,2.421233159153311,3.8,Profiles_export_4/shot43049_t213.txt,762.27166061606
382,43049.0,0.21580000000000002,304.19,0.82,23.2,36.1,0.37,1.7,8045.0,1157.0,2.3962063175777413,3.9,Profiles_export_4/shot43049_t216.txt,762.27166061606
383,43049.0,0.21880000000000002,304.19,0.82,23.1,36.2,0.37,1.7,8014.0,1170.0,2.421233159153311,3.8,Profiles_export_4/shot43049_t219.txt,762.27166061606
384,43049.0,0.22180000000000002,304.19,0.82,23.1,36.2,0.37,1.7,8093.0,1230.0,2.3962063175777413,3.9,Profiles_export_4/shot43049_t222.txt,762.27166061606
385,43049.0,0.2248,304.19,0.82,23.4,36.1,0.39,1.7,8183.0,1193.0,2.3962063175777413,3.9,Profiles_export_4/shot43049_t225.txt,762.27166061606
386,43052.0,0.2067,292.607,0.82,23.1,36.2,0.37,1.7,7310.0,1037.0,2.818127983744278,2.6,Profiles_export_4/shot43052_t207.txt,762.8761893157998
387,43052.0,0.2097,292.607,0.82,23.0,36.2,0.36,1.7,7149.0,1070.0,2.8626882022307543,2.5,Profiles_export_4/shot43052_t210.txt,762.8761893157998
388,43052.0,0.2127,292.607,0.82,23.0,36.2,0.37,1.7,7100.0,928.0,2.9098161835734477,2.4,Profiles_export_4/shot43052_t213.txt,762.8761893157998
389,43052.0,0.21580000000000002,292.607,0.82,22.8,36.3,0.35,1.7,7093.0,924.0,2.9098161835734477,2.4,Profiles_export_4/shot43052_t216.txt,762.8761893157998
390,43052.0,0.21880000000000002,292.607,0.82,22.8,36.3,0.36,1.7,6884.0,903.0,2.9597764972487877,2.3,Profiles_export_4/shot43052_t219.txt,762.8761893157998
391,43052.0,0.22180000000000002,292.607,0.82,22.6,36.3,0.34,1.7,6823.0,912.0,3.012874067303878,2.2,Profiles_export_4/shot43052_t222.txt,762.8761893157998
392,43052.0,0.2248,292.607,0.82,22.5,36.1,0.34,1.7,6357.0,816.0,3.012874067303878,2.2,Profiles_export_4/shot43052_t225.txt,762.8761893157998
393,43052.0,0.22790000000000002,292.607,0.82,22.5,36.0,0.34,1.7,6419.0,917.0,3.1299547098439717,2.0,Profiles_export_4/shot43052_t228.txt,762.8761893157998
394,43055.0,0.16419999999999998,299.224,0.82,23.6,36.2,0.31,1.7,7580.0,950.0,2.3487484633150753,4.1,Profiles_export_4/shot43055_t164.txt,763.6374476805549
395,43055.0,0.1673,299.224,0.82,23.6,36.1,0.32,1.7,7819.0,1008.0,2.304425484539792,4.3,Profiles_export_4/shot43055_t167.txt,763.6374476805549
396,43055.0,0.1703,299.224,0.82,23.6,36.2,0.32,1.7,7855.0,1097.0,2.262898351968714,4.5,Profiles_export_4/shot43055_t170.txt,763.6374476805549
397,43055.0,0.1733,299.224,0.82,23.6,36.2,0.34,1.7,7935.0,1090.0,2.262898351968714,4.5,Profiles_export_4/shot43055_t173.txt,763.6374476805549
398,43055.0,0.1764,299.224,0.82,23.6,36.2,0.35,1.7,7984.0,1176.0,2.2430911350240526,4.6,Profiles_export_4/shot43055_t176.txt,763.6374476805549
399,43055.0,0.1794,299.224,0.82,23.6,36.2,0.38,1.7,8161.0,1205.0,2.2430911350240526,4.6,Profiles_export_4/shot43055_t179.txt,763.6374476805549
400,43055.0,0.1824,299.224,0.82,23.5,36.2,0.39,1.7,8033.0,1243.0,2.262898351968714,4.5,Profiles_export_4/shot43055_t182.txt,763.6374476805549
401,43055.0,0.1855,299.224,0.82,23.5,36.1,0.37,1.7,8366.0,1242.0,2.2430911350240526,4.6,Profiles_export_4/shot43055_t186.txt,763.6374476805549
402,43055.0,0.1885,299.224,0.82,23.5,36.1,0.37,1.7,8326.0,1280.0,2.2430911350240526,4.6,Profiles_export_4/shot43055_t188.txt,763.6374476805549
403,43055.0,0.1915,299.224,0.82,23.4,36.2,0.38,1.7,8316.0,1248.0,2.262898351968714,4.5,Profiles_export_4/shot43055_t192.txt,763.6374476805549
404,43055.0,0.1945,299.224,0.82,23.5,36.1,0.38,1.7,8822.0,1243.0,2.283331568311026,4.4,Profiles_export_4/shot43055_t194.txt,763.6374476805549
405,43055.0,0.1976,299.224,0.82,23.3,36.2,0.37,1.7,8455.0,1200.0,2.304425484539792,4.3,Profiles_export_4/shot43055_t198.txt,763.6374476805549
406,43055.0,0.2006,299.224,0.82,23.3,36.2,0.37,1.7,8521.0,1193.0,2.3262175906383358,4.2,Profiles_export_4/shot43055_t201.txt,763.6374476805549
407,43055.0,0.2036,299.224,0.82,23.3,36.3,0.37,1.7,8513.0,1130.0,2.372062103068877,4.0,Profiles_export_4/shot43055_t204.txt,763.6374476805549
408,43055.0,0.2067,299.224,0.82,23.3,36.3,0.38,1.7,8440.0,1124.0,2.421233159153311,3.8,Profiles_export_4/shot43055_t207.txt,763.6374476805549
409,43055.0,0.2097,299.224,0.82,23.2,36.3,0.38,1.7,8376.0,1091.0,2.421233159153311,3.8,Profiles_export_4/shot43055_t210.txt,763.6374476805549
410,43055.0,0.2127,299.224,0.82,23.2,36.3,0.38,1.7,8254.0,1113.0,2.4471994255402114,3.7,Profiles_export_4/shot43055_t213.txt,763.6374476805549
411,43055.0,0.21580000000000002,299.224,0.82,23.0,36.4,0.37,1.7,8201.0,1194.0,2.4471994255402114,3.7,Profiles_export_4/shot43055_t216.txt,763.6374476805549
412,43055.0,0.21880000000000002,299.224,0.82,23.0,36.3,0.37,1.7,8221.0,1205.0,2.474167235231339,3.6,Profiles_export_4/shot43055_t219.txt,763.6374476805549
413,43055.0,0.22180000000000002,299.224,0.82,23.0,36.3,0.37,1.7,8073.0,1292.0,2.474167235231339,3.6,Profiles_export_4/shot43055_t222.txt,763.6374476805549
414,43055.0,0.2248,299.224,0.82,23.3,36.3,0.38,1.7,8253.0,1312.0,2.474167235231339,3.6,Profiles_export_4/shot43055_t225.txt,763.6374476805549
415,43056.0,0.15819999999999998,307.871,0.82,23.2,35.8,0.28,1.7,6785.0,864.0,2.421233159153311,3.8,Profiles_export_4/shot43056_t158.txt,764.264366332985
416,43056.0,0.16119999999999998,307.871,0.82,23.5,36.0,0.31,1.7,6564.0,837.0,2.4471994255402114,3.7,Profiles_export_4/shot43056_t161.txt,764.264366332985
417,43056.0,0.16419999999999998,307.871,0.82,23.5,36.1,0.32,1.7,7029.0,867.0,2.531386646768293,3.4,Profiles_export_4/shot43056_t164.txt,764.264366332985
418,43056.0,0.1673,307.871,0.82,23.5,36.1,0.32,1.7,7211.0,903.0,2.561795601826296,3.3,Profiles_export_4/shot43056_t167.txt,764.264366332985
419,43056.0,0.1703,307.871,0.82,23.5,36.1,0.34,1.7,7475.0,890.0,2.6266691545803798,3.1,Profiles_export_4/shot43056_t170.txt,764.264366332985
420,43056.0,0.1733,307.871,0.82,23.5,36.0,0.36,1.7,7496.0,800.0,2.735815710177636,2.8,Profiles_export_4/shot43056_t173.txt,764.264366332985
421,43056.0,0.1764,307.871,0.82,23.2,36.0,0.35,1.8,6678.0,713.0,2.735815710177636,2.8,Profiles_export_4/shot43056_t176.txt,764.264366332985
422,43056.0,0.1794,307.871,0.82,20.1,35.0,0.25,1.8,3614.0,572.0,2.735815710177636,2.8,Profiles_export_4/shot43056_t179.txt,764.264366332985
423,43059.0,0.15819999999999998,308.034,0.82,23.4,36.0,0.25,1.6,7792.0,930.0,2.735815710177636,2.8,Profiles_export_4/shot43059_t158.txt,763.3015984016499
424,43059.0,0.16119999999999998,308.034,0.82,23.4,35.9,0.25,1.6,7726.0,846.0,2.66134728185606,3.0,Profiles_export_4/shot43059_t161.txt,763.3015984016499
425,43059.0,0.16419999999999998,308.034,0.82,23.5,36.1,0.27,1.6,7536.0,801.0,2.7759046602621984,2.7,Profiles_export_4/shot43059_t164.txt,763.3015984016499
426,43059.0,0.1673,308.034,0.82,23.6,36.1,0.28,1.6,7493.0,834.0,2.818127983744278,2.6,Profiles_export_4/shot43059_t167.txt,763.3015984016499
427,43059.0,0.1703,308.034,0.82,23.5,36.1,0.28,1.6,7400.0,921.0,2.818127983744278,2.6,Profiles_export_4/shot43059_t170.txt,763.3015984016499
428,43059.0,0.1733,308.034,0.82,23.6,36.1,0.3,1.6,7477.0,805.0,2.8626882022307543,2.5,Profiles_export_4/shot43059_t173.txt,763.3015984016499
429,43059.0,0.1764,308.034,0.82,23.3,35.9,0.31,1.7,6700.0,688.0,2.697682610815403,2.9,Profiles_export_4/shot43059_t176.txt,763.3015984016499
430,43060.0,0.15819999999999998,301.42,0.82,23.6,36.1,0.28,1.6,8137.0,925.0,2.9098161835734477,2.4,Profiles_export_4/shot43060_t158.txt,762.09254100217
431,43060.0,0.16119999999999998,301.42,0.82,23.4,36.0,0.27,1.6,7910.0,894.0,2.9098161835734477,2.4,Profiles_export_4/shot43060_t161.txt,762.09254100217
432,43060.0,0.16419999999999998,301.42,0.82,23.5,36.0,0.28,1.6,7597.0,862.0,2.9098161835734477,2.4,Profiles_export_4/shot43060_t164.txt,762.09254100217
433,43060.0,0.1673,301.42,0.82,23.6,36.2,0.29,1.6,7717.0,846.0,2.818127983744278,2.6,Profiles_export_4/shot43060_t167.txt,762.09254100217
434,43060.0,0.1703,301.42,0.82,23.6,36.2,0.3,1.6,7398.0,790.0,2.9098161835734477,2.4,Profiles_export_4/shot43060_t170.txt,762.09254100217
435,43060.0,0.1733,301.42,0.82,23.6,36.1,0.31,1.6,7498.0,968.0,2.7759046602621984,2.7,Profiles_export_4/shot43060_t173.txt,762.09254100217
436,43060.0,0.1764,301.42,0.82,23.5,36.1,0.33,1.7,7519.0,761.0,2.735815710177636,2.8,Profiles_export_4/shot43060_t176.txt,762.09254100217
437,43060.0,0.1794,301.42,0.82,23.5,36.1,0.37,1.7,7313.0,917.0,2.735815710177636,2.8,Profiles_export_4/shot43060_t179.txt,762.09254100217
438,43060.0,0.1824,301.42,0.82,23.4,36.2,0.36,1.7,6968.0,854.0,2.697682610815403,2.9,Profiles_export_4/shot43060_t182.txt,762.09254100217
439,43060.0,0.1854,301.42,0.82,23.2,36.3,0.35,1.7,6858.0,884.0,2.66134728185606,3.0,Profiles_export_4/shot43060_t185.txt,762.09254100217
440,43060.0,0.1885,301.42,0.82,23.1,36.3,0.35,1.7,6903.0,792.0,2.697682610815403,2.9,Profiles_export_4/shot43060_t188.txt,762.09254100217
441,43060.0,0.1915,301.42,0.82,23.0,36.2,0.35,1.7,6876.0,840.0,2.6266691545803798,3.1,Profiles_export_4/shot43060_t192.txt,762.09254100217
442,43060.0,0.1945,301.42,0.82,22.9,36.2,0.34,1.7,6877.0,848.0,2.561795601826296,3.3,Profiles_export_4/shot43060_t194.txt,762.09254100217
443,43060.0,0.1976,301.42,0.82,22.7,36.4,0.34,1.7,6664.0,788.0,2.66134728185606,3.0,Profiles_export_4/shot43060_t198.txt,762.09254100217
444,43060.0,0.2006,301.42,0.82,22.6,36.5,0.34,1.7,6611.0,808.0,2.5935227405336416,3.2,Profiles_export_4/shot43060_t201.txt,762.09254100217
445,43060.0,0.2036,301.42,0.82,22.4,36.5,0.33,1.7,6490.0,802.0,2.66134728185606,3.0,Profiles_export_4/shot43060_t204.txt,762.09254100217
446,43060.0,0.2067,301.42,0.82,22.2,36.5,0.33,1.7,6436.0,841.0,2.735815710177636,2.8,Profiles_export_4/shot43060_t207.txt,762.09254100217
447,43062.0,0.1733,306.296,0.82,23.4,36.0,0.27,1.6,7305.0,969.0,3.012874067303878,2.2,Profiles_export_4/shot43062_t173.txt,787.6394760677099
448,43062.0,0.1764,306.296,0.82,23.5,36.1,0.28,1.6,7299.0,1001.0,3.012874067303878,2.2,Profiles_export_4/shot43062_t176.txt,787.6394760677099
449,43062.0,0.1794,306.296,0.82,23.5,36.1,0.28,1.6,7339.0,982.0,3.069462513026347,2.1,Profiles_export_4/shot43062_t179.txt,787.6394760677099
450,43062.0,0.1824,306.296,0.82,23.5,36.0,0.29,1.6,7310.0,982.0,3.069462513026347,2.1,Profiles_export_4/shot43062_t182.txt,787.6394760677099
451,43062.0,0.1855,306.296,0.82,23.5,36.1,0.31,1.6,7499.0,1010.0,3.1299547098439717,2.0,Profiles_export_4/shot43062_t186.txt,787.6394760677099
452,43062.0,0.1885,306.296,0.82,23.5,36.0,0.3,1.6,7391.0,889.0,3.19483630732844,1.9,Profiles_export_4/shot43062_t188.txt,787.6394760677099
453,43062.0,0.1915,306.296,0.82,23.4,36.0,0.3,1.6,7035.0,842.0,3.3401847056356333,1.7,Profiles_export_4/shot43062_t192.txt,787.6394760677099
454,43062.0,0.1945,306.296,0.82,23.3,35.9,0.32,1.7,6827.0,917.0,3.422173772903536,1.6,Profiles_export_4/shot43062_t194.txt,787.6394760677099
455,43062.0,0.1976,306.296,0.82,23.4,35.9,0.34,1.7,6567.0,917.0,3.5116687917230105,1.5,Profiles_export_4/shot43062_t198.txt,787.6394760677099
456,43062.0,0.2006,306.296,0.82,23.4,36.0,0.35,1.7,6635.0,858.0,3.609930471996154,1.4,Profiles_export_4/shot43062_t201.txt,787.6394760677099
457,43062.0,0.2036,306.296,0.82,23.3,35.9,0.37,1.7,6593.0,992.0,3.609930471996154,1.4,Profiles_export_4/shot43062_t204.txt,787.6394760677099
458,43062.0,0.2067,306.296,0.82,23.3,35.9,0.36,1.7,6737.0,1122.0,3.718542168121041,1.3,Profiles_export_4/shot43062_t207.txt,787.6394760677099
459,43062.0,0.2097,306.296,0.82,23.2,36.0,0.37,1.7,6693.0,1023.0,3.718542168121041,1.3,Profiles_export_4/shot43062_t210.txt,787.6394760677099
460,43062.0,0.2127,306.296,0.82,23.2,36.0,0.36,1.7,6507.0,946.0,3.8395254731201565,1.2,Profiles_export_4/shot43062_t213.txt,787.6394760677099
461,43062.0,0.21580000000000002,306.296,0.82,23.1,36.1,0.35,1.7,6250.0,815.0,3.8395254731201565,1.2,Profiles_export_4/shot43062_t216.txt,787.6394760677099
462,43062.0,0.21880000000000002,306.296,0.82,23.0,36.1,0.36,1.7,6142.0,883.0,3.9755111659699724,1.1,Profiles_export_4/shot43062_t219.txt,787.6394760677099
463,43062.0,0.22180000000000002,306.296,0.82,22.9,36.1,0.34,1.7,6057.0,895.0,3.9755111659699724,1.1,Profiles_export_4/shot43062_t222.txt,787.6394760677099
464,43063.0,0.1733,305.445,0.82,23.5,36.0,0.28,1.6,7054.0,1019.0,2.9597764972487877,2.3,Profiles_export_4/shot43063_t173.txt,787.10211722604
465,43063.0,0.1764,305.445,0.82,23.5,36.1,0.28,1.6,7166.0,1054.0,3.012874067303878,2.2,Profiles_export_4/shot43063_t176.txt,787.10211722604
466,43063.0,0.1794,305.445,0.82,23.6,36.1,0.3,1.6,7330.0,995.0,3.069462513026347,2.1,Profiles_export_4/shot43063_t179.txt,787.10211722604
467,43063.0,0.1824,305.445,0.82,23.5,36.1,0.3,1.6,7538.0,970.0,3.069462513026347,2.1,Profiles_export_4/shot43063_t182.txt,787.10211722604
468,43063.0,0.1855,305.445,0.82,23.5,36.0,0.31,1.6,7573.0,855.0,3.1299547098439717,2.0,Profiles_export_4/shot43063_t186.txt,787.10211722604
469,43063.0,0.1885,305.445,0.82,23.4,36.0,0.3,1.6,7031.0,877.0,3.3401847056356333,1.7,Profiles_export_4/shot43063_t188.txt,787.10211722604
470,43063.0,0.1915,305.445,0.82,23.4,35.9,0.32,1.7,6729.0,864.0,3.422173772903536,1.6,Profiles_export_4/shot43063_t192.txt,787.10211722604
471,43063.0,0.1945,305.445,0.82,23.4,36.0,0.34,1.7,6602.0,925.0,3.422173772903536,1.6,Profiles_export_4/shot43063_t194.txt,787.10211722604
472,43063.0,0.1976,305.445,0.82,23.4,36.0,0.36,1.7,6637.0,778.0,3.718542168121041,1.3,Profiles_export_4/shot43063_t198.txt,787.10211722604
473,43063.0,0.2006,305.445,0.82,23.4,35.9,0.35,1.7,6912.0,1043.0,3.718542168121041,1.3,Profiles_export_4/shot43063_t201.txt,787.10211722604
474,43063.0,0.2036,305.445,0.82,23.3,35.9,0.36,1.7,6786.0,1090.0,3.718542168121041,1.3,Profiles_export_4/shot43063_t204.txt,787.10211722604
475,43063.0,0.2067,305.445,0.82,23.3,35.9,0.37,1.7,6866.0,916.0,3.8395254731201565,1.2,Profiles_export_4/shot43063_t207.txt,787.10211722604
476,43063.0,0.2097,305.445,0.82,23.2,36.0,0.36,1.7,6514.0,926.0,3.8395254731201565,1.2,Profiles_export_4/shot43063_t210.txt,787.10211722604
477,43063.0,0.2127,305.445,0.82,23.1,36.0,0.35,1.7,6285.0,865.0,3.8395254731201565,1.2,Profiles_export_4/shot43063_t213.txt,787.10211722604
478,43063.0,0.21580000000000002,305.445,0.82,22.9,36.1,0.35,1.7,6233.0,930.0,3.9755111659699724,1.1,Profiles_export_4/shot43063_t216.txt,787.10211722604
479,43063.0,0.21880000000000002,305.445,0.82,22.9,36.1,0.35,1.7,6115.0,838.0,4.13,1.0,Profiles_export_4/shot43063_t219.txt,787.10211722604
480,43063.0,0.22180000000000002,305.445,0.82,22.8,36.0,0.34,1.7,6041.0,949.0,4.13,1.0,Profiles_export_4/shot43063_t222.txt,787.10211722604
481,43064.0,0.15519999999999998,307.197,0.82,23.0,35.6,0.23,1.5,6702.0,964.0,3.012874067303878,2.2,Profiles_export_4/shot43064_t155.txt,788.3111746255199
482,43064.0,0.15819999999999998,307.197,0.82,23.2,35.7,0.24,1.6,6721.0,902.0,2.9098161835734477,2.4,Profiles_export_4/shot43064_t158.txt,788.3111746255199
483,43064.0,0.16119999999999998,307.197,0.82,23.5,36.1,0.26,1.6,6821.0,945.0,3.012874067303878,2.2,Profiles_export_4/shot43064_t161.txt,788.3111746255199
484,43064.0,0.16419999999999998,307.197,0.82,23.6,36.2,0.27,1.6,7130.0,875.0,3.069462513026347,2.1,Profiles_export_4/shot43064_t164.txt,788.3111746255199
485,43064.0,0.1673,307.197,0.82,23.6,36.2,0.28,1.6,7494.0,897.0,3.1299547098439717,2.0,Profiles_export_4/shot43064_t167.txt,788.3111746255199
486,43064.0,0.1703,307.197,0.82,23.5,36.1,0.28,1.6,7564.0,864.0,3.069462513026347,2.1,Profiles_export_4/shot43064_t170.txt,788.3111746255199
487,43064.0,0.1733,307.197,0.82,23.6,36.2,0.28,1.6,7595.0,934.0,3.1299547098439717,2.0,Profiles_export_4/shot43064_t173.txt,788.3111746255199
488,43064.0,0.1764,307.197,0.82,23.5,36.1,0.29,1.6,7342.0,879.0,3.264683239462852,1.8,Profiles_export_4/shot43064_t176.txt,788.3111746255199
489,43064.0,0.1794,307.197,0.82,23.4,36.0,0.29,1.6,6971.0,870.0,3.3401847056356333,1.7,Profiles_export_4/shot43064_t179.txt,788.3111746255199
490,43064.0,0.1824,307.197,0.82,23.2,35.8,0.29,1.6,6743.0,954.0,3.264683239462852,1.8,Profiles_export_4/shot43064_t182.txt,788.3111746255199
491,43064.0,0.1855,307.197,0.82,23.4,35.9,0.32,1.7,6355.0,855.0,3.264683239462852,1.8,Profiles_export_4/shot43064_t186.txt,788.3111746255199
492,43064.0,0.1885,307.197,0.82,23.4,35.9,0.32,1.7,6962.0,929.0,3.422173772903536,1.6,Profiles_export_4/shot43064_t188.txt,788.3111746255199
493,43064.0,0.1915,307.197,0.82,23.4,35.9,0.33,1.7,6737.0,950.0,3.5116687917230105,1.5,Profiles_export_4/shot43064_t192.txt,788.3111746255199
494,43064.0,0.1945,307.197,0.82,23.4,36.0,0.34,1.7,7182.0,1091.0,3.5116687917230105,1.5,Profiles_export_4/shot43064_t194.txt,788.3111746255199
495,43064.0,0.1976,307.197,0.82,23.3,36.0,0.35,1.7,6781.0,993.0,3.609930471996154,1.4,Profiles_export_4/shot43064_t198.txt,788.3111746255199
496,43064.0,0.2006,307.197,0.82,23.4,36.0,0.36,1.7,6806.0,930.0,3.718542168121041,1.3,Profiles_export_4/shot43064_t201.txt,788.3111746255199
497,43064.0,0.2036,307.197,0.82,23.3,35.9,0.36,1.7,6637.0,881.0,3.8395254731201565,1.2,Profiles_export_4/shot43064_t204.txt,788.3111746255199
498,43064.0,0.2067,307.197,0.82,23.2,36.0,0.36,1.7,6316.0,842.0,3.8395254731201565,1.2,Profiles_export_4/shot43064_t207.txt,788.3111746255199
499,43064.0,0.2097,307.197,0.82,23.0,36.1,0.35,1.7,6117.0,1018.0,3.9755111659699724,1.1,Profiles_export_4/shot43064_t210.txt,788.3111746255199
500,43064.0,0.2127,307.197,0.82,23.0,36.0,0.35,1.7,6349.0,912.0,3.9755111659699724,1.1,Profiles_export_4/shot43064_t213.txt,788.3111746255199
501,43064.0,0.21580000000000002,307.197,0.82,22.9,36.1,0.34,1.7,6189.0,895.0,4.13,1.0,Profiles_export_4/shot43064_t216.txt,788.3111746255199
502,43064.0,0.21880000000000002,307.197,0.82,22.8,36.1,0.34,1.7,6113.0,930.0,3.9755111659699724,1.1,Profiles_export_4/shot43064_t219.txt,788.3111746255199
503,43064.0,0.22180000000000002,307.197,0.82,22.8,36.1,0.35,1.7,6077.0,925.0,4.13,1.0,Profiles_export_4/shot43064_t222.txt,788.3111746255199
504,43068.0,0.1794,303.292,0.82,23.4,36.0,0.31,1.6,6980.0,907.0,2.9597764972487877,2.3,Profiles_export_4/shot43068_t179.txt,783.36299526415
505,43068.0,0.1824,303.292,0.82,23.4,36.0,0.3,1.6,7286.0,893.0,2.9597764972487877,2.3,Profiles_export_4/shot43068_t182.txt,783.36299526415
506,43068.0,0.1855,303.292,0.82,23.4,36.0,0.32,1.6,7278.0,876.0,3.069462513026347,2.1,Profiles_export_4/shot43068_t186.txt,783.36299526415
507,43068.0,0.1885,303.292,0.82,23.5,36.0,0.32,1.7,7402.0,922.0,3.069462513026347,2.1,Profiles_export_4/shot43068_t188.txt,783.36299526415
508,43068.0,0.1915,303.292,0.82,23.5,36.0,0.33,1.7,7057.0,931.0,3.19483630732844,1.9,Profiles_export_4/shot43068_t192.txt,783.36299526415
509,43068.0,0.1945,303.292,0.82,23.4,36.0,0.34,1.7,6991.0,845.0,3.264683239462852,1.8,Profiles_export_4/shot43068_t194.txt,783.36299526415
510,43068.0,0.1976,303.292,0.82,23.3,35.9,0.36,1.7,6662.0,846.0,3.422173772903536,1.6,Profiles_export_4/shot43068_t198.txt,783.36299526415
511,43068.0,0.2006,303.292,0.82,23.3,35.9,0.36,1.7,6633.0,934.0,3.609930471996154,1.4,Profiles_export_4/shot43068_t201.txt,783.36299526415
512,43068.0,0.2036,303.292,0.82,23.2,36.0,0.35,1.7,6358.0,945.0,3.609930471996154,1.4,Profiles_export_4/shot43068_t204.txt,783.36299526415
513,43068.0,0.2067,303.292,0.82,23.3,36.0,0.36,1.7,6558.0,1006.0,3.718542168121041,1.3,Profiles_export_4/shot43068_t207.txt,783.36299526415
